{'source': 'The Sergeant', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 97.42, 'tablename': 'resourceByAvatar'}
{'source': 'Vorac Basilisk', 'itemName': 'Cubic Diodes', 'rarity': 'Common', 'chance': 28.45, 'tablename': 'resourceByAvatar'}
{'source': 'Vorac Basilisk', 'itemName': 'Ticor Plate', 'rarity': 'Common', 'chance': 28.45, 'tablename': 'resourceByAvatar'}
{'source': 'Vorac Basilisk', 'itemName': 'Isos', 'rarity': 'Uncommon', 'chance': 16.58, 'tablename': 'resourceByAvatar'}
{'source': 'Vorac Basilisk', 'itemName': 'Aucrux Capacitors', 'rarity': 'Rare', 'chance': 1.51, 'tablename': 'resourceByAvatar'}
{'source': 'Vorac Gox', 'itemName': 'Cubic Diodes', 'rarity': 'Common', 'chance': 28.45, 'tablename': 'resourceByAvatar'}
{'source': 'Vorac Gox', 'itemName': 'Ticor Plate', 'rarity': 'Common', 'chance': 28.45, 'tablename': 'resourceByAvatar'}
{'source': 'Vorac Gox', 'itemName': 'Isos', 'rarity': 'Uncommon', 'chance': 16.58, 'tablename': 'resourceByAvatar'}
{'source': 'Vorac Gox', 'itemName': 'Aucrux Capacitors', 'rarity': 'Rare', 'chance': 1.51, 'tablename': 'resourceByAvatar'}
{'source': 'Elite Vorac Harpi', 'itemName': 'Cubic Diodes', 'rarity': 'Common', 'chance': 28.45, 'tablename': 'resourceByAvatar'}
{'source': 'Elite Vorac Harpi', 'itemName': 'Ticor Plate', 'rarity': 'Common', 'chance': 28.45, 'tablename': 'resourceByAvatar'}
{'source': 'Elite Vorac Harpi', 'itemName': 'Isos', 'rarity': 'Uncommon', 'chance': 16.58, 'tablename': 'resourceByAvatar'}
{'source': 'Elite Vorac Harpi', 'itemName': 'Aucrux Capacitors', 'rarity': 'Rare', 'chance': 1.51, 'tablename': 'resourceByAvatar'}
{'source': 'Vorac Harpi', 'itemName': 'Cubic Diodes', 'rarity': 'Common', 'chance': 28.45, 'tablename': 'resourceByAvatar'}
{'source': 'Vorac Harpi', 'itemName': 'Ticor Plate', 'rarity': 'Common', 'chance': 28.45, 'tablename': 'resourceByAvatar'}
{'source': 'Vorac Harpi', 'itemName': 'Isos', 'rarity': 'Uncommon', 'chance': 16.58, 'tablename': 'resourceByAvatar'}
{'source': 'Vorac Harpi', 'itemName': 'Aucrux Capacitors', 'rarity': 'Rare', 'chance': 1.51, 'tablename': 'resourceByAvatar'}
{'source': 'Elite Vorac Weaver', 'itemName': 'Cubic Diodes', 'rarity': 'Common', 'chance': 28.45, 'tablename': 'resourceByAvatar'}
{'source': 'Elite Vorac Weaver', 'itemName': 'Ticor Plate', 'rarity': 'Common', 'chance': 28.45, 'tablename': 'resourceByAvatar'}
{'source': 'Elite Vorac Weaver', 'itemName': 'Isos', 'rarity': 'Uncommon', 'chance': 16.58, 'tablename': 'resourceByAvatar'}
{'source': 'Elite Vorac Weaver', 'itemName': 'Aucrux Capacitors', 'rarity': 'Rare', 'chance': 1.51, 'tablename': 'resourceByAvatar'}
{'source': 'Vorac Weaver', 'itemName': 'Cubic Diodes', 'rarity': 'Common', 'chance': 28.45, 'tablename': 'resourceByAvatar'}
{'source': 'Vorac Weaver', 'itemName': 'Ticor Plate', 'rarity': 'Common', 'chance': 28.45, 'tablename': 'resourceByAvatar'}
{'source': 'Vorac Weaver', 'itemName': 'Isos', 'rarity': 'Uncommon', 'chance': 16.58, 'tablename': 'resourceByAvatar'}
{'source': 'Vorac Weaver', 'itemName': 'Aucrux Capacitors', 'rarity': 'Rare', 'chance': 1.51, 'tablename': 'resourceByAvatar'}
{'source': 'Comet Shard', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Corpus Ramsled', 'itemName': 'Cubic Diodes', 'rarity': 'Common', 'chance': 37.94, 'tablename': 'resourceByAvatar'}
{'source': 'Corpus Ramsled', 'itemName': 'Ticor Plate', 'rarity': 'Common', 'chance': 37.94, 'tablename': 'resourceByAvatar'}
{'source': 'Corpus Ramsled', 'itemName': 'Isos', 'rarity': 'Uncommon', 'chance': 22.11, 'tablename': 'resourceByAvatar'}
{'source': 'Corpus Ramsled', 'itemName': 'Aucrux Capacitors', 'rarity': 'Rare', 'chance': 2.01, 'tablename': 'resourceByAvatar'}
{'source': 'Exo Raider', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 6.82, 'tablename': 'resourceByAvatar'}
{'source': 'Exo Raider', 'itemName': 'Tellurium', 'rarity': 'Rare', 'chance': 0.18, 'tablename': 'resourceByAvatar'}
{'source': 'Exo Raider Carver', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 6.82, 'tablename': 'resourceByAvatar'}
{'source': 'Exo Raider Carver', 'itemName': 'Tellurium', 'rarity': 'Rare', 'chance': 0.18, 'tablename': 'resourceByAvatar'}
{'source': 'Exo Raider Eviscerator', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 6.82, 'tablename': 'resourceByAvatar'}
{'source': 'Exo Raider Eviscerator', 'itemName': 'Tellurium', 'rarity': 'Rare', 'chance': 0.18, 'tablename': 'resourceByAvatar'}
{'source': 'Kosma Raider', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 6.82, 'tablename': 'resourceByAvatar'}
{'source': 'Kosma Raider', 'itemName': 'Tellurium', 'rarity': 'Rare', 'chance': 0.18, 'tablename': 'resourceByAvatar'}
{'source': 'Kosma Raider Carver', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 6.82, 'tablename': 'resourceByAvatar'}
{'source': 'Kosma Raider Carver', 'itemName': 'Tellurium', 'rarity': 'Rare', 'chance': 0.18, 'tablename': 'resourceByAvatar'}
{'source': 'Gyre Raider', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 6.82, 'tablename': 'resourceByAvatar'}
{'source': 'Gyre Raider', 'itemName': 'Tellurium', 'rarity': 'Rare', 'chance': 0.18, 'tablename': 'resourceByAvatar'}
{'source': 'Gyre Raider Carver', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 6.82, 'tablename': 'resourceByAvatar'}
{'source': 'Gyre Raider Carver', 'itemName': 'Tellurium', 'rarity': 'Rare', 'chance': 0.18, 'tablename': 'resourceByAvatar'}
{'source': 'Gyre Raider Eviscerator', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 6.82, 'tablename': 'resourceByAvatar'}
{'source': 'Gyre Raider Eviscerator', 'itemName': 'Tellurium', 'rarity': 'Rare', 'chance': 0.18, 'tablename': 'resourceByAvatar'}
{'source': 'Kosma Raider Eviscerator', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 6.82, 'tablename': 'resourceByAvatar'}
{'source': 'Kosma Raider Eviscerator', 'itemName': 'Tellurium', 'rarity': 'Rare', 'chance': 0.18, 'tablename': 'resourceByAvatar'}
{'source': 'Exo Gokstad Officer', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 6.82, 'tablename': 'resourceByAvatar'}
{'source': 'Exo Gokstad Officer', 'itemName': 'Tellurium', 'rarity': 'Rare', 'chance': 0.18, 'tablename': 'resourceByAvatar'}
{'source': 'Kosma Gokstad Officer', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 6.82, 'tablename': 'resourceByAvatar'}
{'source': 'Kosma Gokstad Officer', 'itemName': 'Tellurium', 'rarity': 'Rare', 'chance': 0.18, 'tablename': 'resourceByAvatar'}
{'source': 'Gyre Gokstad Officer', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 6.82, 'tablename': 'resourceByAvatar'}
{'source': 'Gyre Gokstad Officer', 'itemName': 'Tellurium', 'rarity': 'Rare', 'chance': 0.18, 'tablename': 'resourceByAvatar'}
{'source': 'Kosma Butcher', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 6.82, 'tablename': 'resourceByAvatar'}
{'source': 'Kosma Butcher', 'itemName': 'Tellurium', 'rarity': 'Rare', 'chance': 0.18, 'tablename': 'resourceByAvatar'}
{'source': 'Exo Butcher', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 6.82, 'tablename': 'resourceByAvatar'}
{'source': 'Exo Butcher', 'itemName': 'Tellurium', 'rarity': 'Rare', 'chance': 0.18, 'tablename': 'resourceByAvatar'}
{'source': 'Exo Elite Lancer', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 6.82, 'tablename': 'resourceByAvatar'}
{'source': 'Exo Elite Lancer', 'itemName': 'Tellurium', 'rarity': 'Rare', 'chance': 0.18, 'tablename': 'resourceByAvatar'}
{'source': 'Exo Eviscerator', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 6.82, 'tablename': 'resourceByAvatar'}
{'source': 'Exo Eviscerator', 'itemName': 'Tellurium', 'rarity': 'Rare', 'chance': 0.18, 'tablename': 'resourceByAvatar'}
{'source': 'Exo Supressor', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 6.82, 'tablename': 'resourceByAvatar'}
{'source': 'Exo Supressor', 'itemName': 'Tellurium', 'rarity': 'Rare', 'chance': 0.18, 'tablename': 'resourceByAvatar'}
{'source': 'Kosma Elite Lancer', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 6.82, 'tablename': 'resourceByAvatar'}
{'source': 'Kosma Elite Lancer', 'itemName': 'Tellurium', 'rarity': 'Rare', 'chance': 0.18, 'tablename': 'resourceByAvatar'}
{'source': 'Kosma Eviscerator', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 6.82, 'tablename': 'resourceByAvatar'}
{'source': 'Kosma Eviscerator', 'itemName': 'Tellurium', 'rarity': 'Rare', 'chance': 0.18, 'tablename': 'resourceByAvatar'}
{'source': 'Gyre Butcher', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 6.82, 'tablename': 'resourceByAvatar'}
{'source': 'Gyre Butcher', 'itemName': 'Tellurium', 'rarity': 'Rare', 'chance': 0.18, 'tablename': 'resourceByAvatar'}
{'source': 'Gyre Elite Lancer', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 6.82, 'tablename': 'resourceByAvatar'}
{'source': 'Gyre Elite Lancer', 'itemName': 'Tellurium', 'rarity': 'Rare', 'chance': 0.18, 'tablename': 'resourceByAvatar'}
{'source': 'Gyre Eviscerator', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 6.82, 'tablename': 'resourceByAvatar'}
{'source': 'Gyre Eviscerator', 'itemName': 'Tellurium', 'rarity': 'Rare', 'chance': 0.18, 'tablename': 'resourceByAvatar'}
{'source': 'Gyre Supressor', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 6.82, 'tablename': 'resourceByAvatar'}
{'source': 'Gyre Supressor', 'itemName': 'Tellurium', 'rarity': 'Rare', 'chance': 0.18, 'tablename': 'resourceByAvatar'}
{'source': 'Kosma Supressor', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 6.82, 'tablename': 'resourceByAvatar'}
{'source': 'Kosma Supressor', 'itemName': 'Tellurium', 'rarity': 'Rare', 'chance': 0.18, 'tablename': 'resourceByAvatar'}
{'source': 'Elite Kosma Flak', 'itemName': 'Carbides', 'rarity': 'Common', 'chance': 28.45, 'tablename': 'resourceByAvatar'}
{'source': 'Elite Kosma Flak', 'itemName': 'Ticor Plate', 'rarity': 'Common', 'chance': 28.45, 'tablename': 'resourceByAvatar'}
{'source': 'Elite Kosma Flak', 'itemName': 'Gallos Rods', 'rarity': 'Uncommon', 'chance': 16.58, 'tablename': 'resourceByAvatar'}
{'source': 'Elite Kosma Flak', 'itemName': 'Komms', 'rarity': 'Rare', 'chance': 1.51, 'tablename': 'resourceByAvatar'}
{'source': 'Kosma Flak', 'itemName': 'Carbides', 'rarity': 'Common', 'chance': 28.45, 'tablename': 'resourceByAvatar'}
{'source': 'Kosma Flak', 'itemName': 'Ticor Plate', 'rarity': 'Common', 'chance': 28.45, 'tablename': 'resourceByAvatar'}
{'source': 'Kosma Flak', 'itemName': 'Gallos Rods', 'rarity': 'Uncommon', 'chance': 16.58, 'tablename': 'resourceByAvatar'}
{'source': 'Kosma Flak', 'itemName': 'Komms', 'rarity': 'Rare', 'chance': 1.51, 'tablename': 'resourceByAvatar'}
{'source': 'Elite Exo Flak', 'itemName': 'Carbides', 'rarity': 'Common', 'chance': 28.45, 'tablename': 'resourceByAvatar'}
{'source': 'Elite Exo Flak', 'itemName': 'Ticor Plate', 'rarity': 'Common', 'chance': 28.45, 'tablename': 'resourceByAvatar'}
{'source': 'Elite Exo Flak', 'itemName': 'Gallos Rods', 'rarity': 'Uncommon', 'chance': 16.58, 'tablename': 'resourceByAvatar'}
{'source': 'Elite Exo Flak', 'itemName': 'Komms', 'rarity': 'Rare', 'chance': 1.51, 'tablename': 'resourceByAvatar'}
{'source': 'Exo Flak', 'itemName': 'Carbides', 'rarity': 'Common', 'chance': 28.45, 'tablename': 'resourceByAvatar'}
{'source': 'Exo Flak', 'itemName': 'Ticor Plate', 'rarity': 'Common', 'chance': 28.45, 'tablename': 'resourceByAvatar'}
{'source': 'Exo Flak', 'itemName': 'Gallos Rods', 'rarity': 'Uncommon', 'chance': 16.58, 'tablename': 'resourceByAvatar'}
{'source': 'Exo Flak', 'itemName': 'Komms', 'rarity': 'Rare', 'chance': 1.51, 'tablename': 'resourceByAvatar'}
{'source': 'Elite Exo Taktis', 'itemName': 'Carbides', 'rarity': 'Common', 'chance': 28.45, 'tablename': 'resourceByAvatar'}
{'source': 'Elite Exo Taktis', 'itemName': 'Ticor Plate', 'rarity': 'Common', 'chance': 28.45, 'tablename': 'resourceByAvatar'}
{'source': 'Elite Exo Taktis', 'itemName': 'Gallos Rods', 'rarity': 'Uncommon', 'chance': 16.58, 'tablename': 'resourceByAvatar'}
{'source': 'Elite Exo Taktis', 'itemName': 'Komms', 'rarity': 'Rare', 'chance': 1.51, 'tablename': 'resourceByAvatar'}
{'source': 'Exo Taktis', 'itemName': 'Carbides', 'rarity': 'Common', 'chance': 30.35, 'tablename': 'resourceByAvatar'}
{'source': 'Exo Taktis', 'itemName': 'Ticor Plate', 'rarity': 'Common', 'chance': 30.35, 'tablename': 'resourceByAvatar'}
{'source': 'Exo Taktis', 'itemName': 'Gallos Rods', 'rarity': 'Uncommon', 'chance': 17.69, 'tablename': 'resourceByAvatar'}
{'source': 'Exo Taktis', 'itemName': 'Komms', 'rarity': 'Rare', 'chance': 1.61, 'tablename': 'resourceByAvatar'}
{'source': 'Exo Outrider', 'itemName': 'Carbides', 'rarity': 'Common', 'chance': 28.45, 'tablename': 'resourceByAvatar'}
{'source': 'Exo Outrider', 'itemName': 'Ticor Plate', 'rarity': 'Common', 'chance': 28.45, 'tablename': 'resourceByAvatar'}
{'source': 'Exo Outrider', 'itemName': 'Gallos Rods', 'rarity': 'Uncommon', 'chance': 16.58, 'tablename': 'resourceByAvatar'}
{'source': 'Exo Outrider', 'itemName': 'Komms', 'rarity': 'Rare', 'chance': 1.51, 'tablename': 'resourceByAvatar'}
{'source': 'Elite Exo Cutter', 'itemName': 'Carbides', 'rarity': 'Common', 'chance': 28.45, 'tablename': 'resourceByAvatar'}
{'source': 'Elite Exo Cutter', 'itemName': 'Ticor Plate', 'rarity': 'Common', 'chance': 28.45, 'tablename': 'resourceByAvatar'}
{'source': 'Elite Exo Cutter', 'itemName': 'Gallos Rods', 'rarity': 'Uncommon', 'chance': 16.58, 'tablename': 'resourceByAvatar'}
{'source': 'Elite Exo Cutter', 'itemName': 'Komms', 'rarity': 'Rare', 'chance': 1.51, 'tablename': 'resourceByAvatar'}
{'source': 'Exo Cutter', 'itemName': 'Carbides', 'rarity': 'Common', 'chance': 28.45, 'tablename': 'resourceByAvatar'}
{'source': 'Exo Cutter', 'itemName': 'Ticor Plate', 'rarity': 'Common', 'chance': 28.45, 'tablename': 'resourceByAvatar'}
{'source': 'Exo Cutter', 'itemName': 'Gallos Rods', 'rarity': 'Uncommon', 'chance': 16.58, 'tablename': 'resourceByAvatar'}
{'source': 'Exo Cutter', 'itemName': 'Komms', 'rarity': 'Rare', 'chance': 1.51, 'tablename': 'resourceByAvatar'}
{'source': 'Elite Kosma Taktis', 'itemName': 'Carbides', 'rarity': 'Common', 'chance': 28.45, 'tablename': 'resourceByAvatar'}
{'source': 'Elite Kosma Taktis', 'itemName': 'Ticor Plate', 'rarity': 'Common', 'chance': 28.45, 'tablename': 'resourceByAvatar'}
{'source': 'Elite Kosma Taktis', 'itemName': 'Gallos Rods', 'rarity': 'Uncommon', 'chance': 16.58, 'tablename': 'resourceByAvatar'}
{'source': 'Elite Kosma Taktis', 'itemName': 'Komms', 'rarity': 'Rare', 'chance': 1.51, 'tablename': 'resourceByAvatar'}
{'source': 'Kosma Taktis', 'itemName': 'Carbides', 'rarity': 'Common', 'chance': 30.35, 'tablename': 'resourceByAvatar'}
{'source': 'Kosma Taktis', 'itemName': 'Ticor Plate', 'rarity': 'Common', 'chance': 30.35, 'tablename': 'resourceByAvatar'}
{'source': 'Kosma Taktis', 'itemName': 'Isos', 'rarity': 'Uncommon', 'chance': 17.69, 'tablename': 'resourceByAvatar'}
{'source': 'Kosma Taktis', 'itemName': 'Aucrux Capacitors', 'rarity': 'Rare', 'chance': 1.61, 'tablename': 'resourceByAvatar'}
{'source': 'Kosma Outrider', 'itemName': 'Carbides', 'rarity': 'Common', 'chance': 28.45, 'tablename': 'resourceByAvatar'}
{'source': 'Kosma Outrider', 'itemName': 'Ticor Plate', 'rarity': 'Common', 'chance': 28.45, 'tablename': 'resourceByAvatar'}
{'source': 'Kosma Outrider', 'itemName': 'Gallos Rods', 'rarity': 'Uncommon', 'chance': 16.58, 'tablename': 'resourceByAvatar'}
{'source': 'Kosma Outrider', 'itemName': 'Komms', 'rarity': 'Rare', 'chance': 1.51, 'tablename': 'resourceByAvatar'}
{'source': 'Elite Kosma Cutter', 'itemName': 'Carbides', 'rarity': 'Common', 'chance': 28.45, 'tablename': 'resourceByAvatar'}
{'source': 'Elite Kosma Cutter', 'itemName': 'Ticor Plate', 'rarity': 'Common', 'chance': 28.45, 'tablename': 'resourceByAvatar'}
{'source': 'Elite Kosma Cutter', 'itemName': 'Gallos Rods', 'rarity': 'Uncommon', 'chance': 16.58, 'tablename': 'resourceByAvatar'}
{'source': 'Elite Kosma Cutter', 'itemName': 'Komms', 'rarity': 'Rare', 'chance': 1.51, 'tablename': 'resourceByAvatar'}
{'source': 'Kosma Cutter', 'itemName': 'Cubic Diodes', 'rarity': 'Common', 'chance': 37.5, 'tablename': 'resourceByAvatar'}
{'source': 'Kosma Cutter', 'itemName': 'Ticor Plate', 'rarity': 'Common', 'chance': 37.5, 'tablename': 'resourceByAvatar'}
{'source': 'Elite Gyre Flak', 'itemName': 'Carbides', 'rarity': 'Common', 'chance': 28.45, 'tablename': 'resourceByAvatar'}
{'source': 'Elite Gyre Flak', 'itemName': 'Ticor Plate', 'rarity': 'Common', 'chance': 28.45, 'tablename': 'resourceByAvatar'}
{'source': 'Elite Gyre Flak', 'itemName': 'Gallos Rods', 'rarity': 'Uncommon', 'chance': 16.58, 'tablename': 'resourceByAvatar'}
{'source': 'Elite Gyre Flak', 'itemName': 'Komms', 'rarity': 'Rare', 'chance': 1.51, 'tablename': 'resourceByAvatar'}
{'source': 'Gyre Flak', 'itemName': 'Carbides', 'rarity': 'Common', 'chance': 28.45, 'tablename': 'resourceByAvatar'}
{'source': 'Gyre Flak', 'itemName': 'Ticor Plate', 'rarity': 'Common', 'chance': 28.45, 'tablename': 'resourceByAvatar'}
{'source': 'Gyre Flak', 'itemName': 'Gallos Rods', 'rarity': 'Uncommon', 'chance': 16.58, 'tablename': 'resourceByAvatar'}
{'source': 'Gyre Flak', 'itemName': 'Komms', 'rarity': 'Rare', 'chance': 1.51, 'tablename': 'resourceByAvatar'}
{'source': 'Elite Gyre Taktis', 'itemName': 'Carbides', 'rarity': 'Common', 'chance': 28.45, 'tablename': 'resourceByAvatar'}
{'source': 'Elite Gyre Taktis', 'itemName': 'Ticor Plate', 'rarity': 'Common', 'chance': 28.45, 'tablename': 'resourceByAvatar'}
{'source': 'Elite Gyre Taktis', 'itemName': 'Gallos Rods', 'rarity': 'Uncommon', 'chance': 16.58, 'tablename': 'resourceByAvatar'}
{'source': 'Elite Gyre Taktis', 'itemName': 'Komms', 'rarity': 'Rare', 'chance': 1.51, 'tablename': 'resourceByAvatar'}
{'source': 'Gyre Taktis', 'itemName': 'Carbides', 'rarity': 'Common', 'chance': 30.35, 'tablename': 'resourceByAvatar'}
{'source': 'Gyre Taktis', 'itemName': 'Ticor Plate', 'rarity': 'Common', 'chance': 30.35, 'tablename': 'resourceByAvatar'}
{'source': 'Gyre Taktis', 'itemName': 'Asterite', 'rarity': 'Uncommon', 'chance': 8.85, 'tablename': 'resourceByAvatar'}
{'source': 'Gyre Taktis', 'itemName': 'Gallos Rods', 'rarity': 'Uncommon', 'chance': 8.85, 'tablename': 'resourceByAvatar'}
{'source': 'Gyre Taktis', 'itemName': 'Komms', 'rarity': 'Rare', 'chance': 1.61, 'tablename': 'resourceByAvatar'}
{'source': 'Gyre Outrider', 'itemName': 'Carbides', 'rarity': 'Common', 'chance': 28.45, 'tablename': 'resourceByAvatar'}
{'source': 'Gyre Outrider', 'itemName': 'Ticor Plate', 'rarity': 'Common', 'chance': 28.45, 'tablename': 'resourceByAvatar'}
{'source': 'Gyre Outrider', 'itemName': 'Gallos Rods', 'rarity': 'Uncommon', 'chance': 16.58, 'tablename': 'resourceByAvatar'}
{'source': 'Gyre Outrider', 'itemName': 'Komms', 'rarity': 'Rare', 'chance': 1.51, 'tablename': 'resourceByAvatar'}
{'source': 'Elite Gyre Cutter', 'itemName': 'Carbides', 'rarity': 'Common', 'chance': 28.45, 'tablename': 'resourceByAvatar'}
{'source': 'Elite Gyre Cutter', 'itemName': 'Ticor Plate', 'rarity': 'Common', 'chance': 28.45, 'tablename': 'resourceByAvatar'}
{'source': 'Elite Gyre Cutter', 'itemName': 'Gallos Rods', 'rarity': 'Uncommon', 'chance': 16.58, 'tablename': 'resourceByAvatar'}
{'source': 'Elite Gyre Cutter', 'itemName': 'Komms', 'rarity': 'Rare', 'chance': 1.51, 'tablename': 'resourceByAvatar'}
{'source': 'Gyre Cutter', 'itemName': 'Cubic Diodes', 'rarity': 'Common', 'chance': 37.5, 'tablename': 'resourceByAvatar'}
{'source': 'Gyre Cutter', 'itemName': 'Ticor Plate', 'rarity': 'Common', 'chance': 37.5, 'tablename': 'resourceByAvatar'}
{'source': 'Kuva Lich Agor Rok', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Exo Gokstad Pilot', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 6.82, 'tablename': 'resourceByAvatar'}
{'source': 'Exo Gokstad Pilot', 'itemName': 'Tellurium', 'rarity': 'Rare', 'chance': 0.18, 'tablename': 'resourceByAvatar'}
{'source': 'Kosma Gokstad Pilot', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 6.82, 'tablename': 'resourceByAvatar'}
{'source': 'Kosma Gokstad Pilot', 'itemName': 'Tellurium', 'rarity': 'Rare', 'chance': 0.18, 'tablename': 'resourceByAvatar'}
{'source': 'Gyre Gokstad Pilot', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 6.82, 'tablename': 'resourceByAvatar'}
{'source': 'Gyre Gokstad Pilot', 'itemName': 'Tellurium', 'rarity': 'Rare', 'chance': 0.18, 'tablename': 'resourceByAvatar'}
{'source': 'Exo Roller Sentry', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 6.82, 'tablename': 'resourceByAvatar'}
{'source': 'Exo Roller Sentry', 'itemName': 'Tellurium', 'rarity': 'Rare', 'chance': 0.18, 'tablename': 'resourceByAvatar'}
{'source': 'Gyre Roller Sentry', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 6.82, 'tablename': 'resourceByAvatar'}
{'source': 'Gyre Roller Sentry', 'itemName': 'Tellurium', 'rarity': 'Rare', 'chance': 0.18, 'tablename': 'resourceByAvatar'}
{'source': 'Kosma Roller Sentry', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 6.82, 'tablename': 'resourceByAvatar'}
{'source': 'Kosma Roller Sentry', 'itemName': 'Tellurium', 'rarity': 'Rare', 'chance': 0.18, 'tablename': 'resourceByAvatar'}
{'source': 'Anu Brachiolyst', 'itemName': 'Carbides', 'rarity': 'Common', 'chance': 6.67, 'tablename': 'resourceByAvatar'}
{'source': 'Anu Brachiolyst', 'itemName': 'Cubic Diodes', 'rarity': 'Common', 'chance': 6.67, 'tablename': 'resourceByAvatar'}
{'source': 'Anu Brachiolyst', 'itemName': 'Titanium', 'rarity': 'Common', 'chance': 6.67, 'tablename': 'resourceByAvatar'}
{'source': 'Anu Mantalyst', 'itemName': 'Carbides', 'rarity': 'Common', 'chance': 6.67, 'tablename': 'resourceByAvatar'}
{'source': 'Anu Mantalyst', 'itemName': 'Cubic Diodes', 'rarity': 'Common', 'chance': 6.67, 'tablename': 'resourceByAvatar'}
{'source': 'Anu Mantalyst', 'itemName': 'Titanium', 'rarity': 'Common', 'chance': 6.67, 'tablename': 'resourceByAvatar'}
{'source': 'Anu Pyrolyst', 'itemName': 'Carbides', 'rarity': 'Common', 'chance': 6.67, 'tablename': 'resourceByAvatar'}
{'source': 'Anu Pyrolyst', 'itemName': 'Cubic Diodes', 'rarity': 'Common', 'chance': 6.67, 'tablename': 'resourceByAvatar'}
{'source': 'Anu Pyrolyst', 'itemName': 'Titanium', 'rarity': 'Common', 'chance': 6.67, 'tablename': 'resourceByAvatar'}
{'source': 'Anu Symbilyst', 'itemName': 'Carbides', 'rarity': 'Common', 'chance': 6.67, 'tablename': 'resourceByAvatar'}
{'source': 'Anu Symbilyst', 'itemName': 'Cubic Diodes', 'rarity': 'Common', 'chance': 6.67, 'tablename': 'resourceByAvatar'}
{'source': 'Anu Symbilyst', 'itemName': 'Titanium', 'rarity': 'Common', 'chance': 6.67, 'tablename': 'resourceByAvatar'}
{'source': 'Ionyx', 'itemName': 'Asterite', 'rarity': 'Uncommon', 'chance': 16.92, 'tablename': 'resourceByAvatar'}
{'source': 'Ionyx', 'itemName': 'Carbides', 'rarity': 'Uncommon', 'chance': 14.52, 'tablename': 'resourceByAvatar'}
{'source': 'Ionyx', 'itemName': 'Cubic Diodes', 'rarity': 'Uncommon', 'chance': 14.52, 'tablename': 'resourceByAvatar'}
{'source': 'Ionyx', 'itemName': 'Ticor Plate', 'rarity': 'Uncommon', 'chance': 14.52, 'tablename': 'resourceByAvatar'}
{'source': 'Ionyx', 'itemName': 'Titanium', 'rarity': 'Uncommon', 'chance': 14.52, 'tablename': 'resourceByAvatar'}
{'source': 'Gyrix', 'itemName': 'Asterite', 'rarity': 'Uncommon', 'chance': 16.92, 'tablename': 'resourceByAvatar'}
{'source': 'Gyrix', 'itemName': 'Carbides', 'rarity': 'Uncommon', 'chance': 14.52, 'tablename': 'resourceByAvatar'}
{'source': 'Gyrix', 'itemName': 'Cubic Diodes', 'rarity': 'Uncommon', 'chance': 14.52, 'tablename': 'resourceByAvatar'}
{'source': 'Gyrix', 'itemName': 'Ticor Plate', 'rarity': 'Uncommon', 'chance': 14.52, 'tablename': 'resourceByAvatar'}
{'source': 'Gyrix', 'itemName': 'Titanium', 'rarity': 'Uncommon', 'chance': 14.52, 'tablename': 'resourceByAvatar'}
{'source': 'Mimic', 'itemName': 'Intact Sentient Core', 'rarity': 'Common', 'chance': 12.18, 'tablename': 'resourceByAvatar'}
{'source': 'Mimic', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 12.18, 'tablename': 'resourceByAvatar'}
