{'itemName': 'Target Acquired', 'enemyName': 'Tusk Thumper Bull', 'enemyModDropChance': 15, 'rarity': 'Uncommon', 'chance': 12.5, 'tablename': 'modLocations'}
{'itemName': 'Smite Grineer', 'enemyName': 'Axio Moa', 'enemyModDropChance': 3, 'rarity': 'Uncommon', 'chance': 11.06, 'tablename': 'modLocations'}
{'itemName': 'Smite Grineer', 'enemyName': 'Vorac Moa', 'enemyModDropChance': 3, 'rarity': 'Uncommon', 'chance': 11.06, 'tablename': 'modLocations'}
{'itemName': 'Smite Grineer', 'enemyName': 'Demolisher Devourer', 'enemyModDropChance': 15, 'rarity': 'Uncommon', 'chance': 25, 'tablename': 'modLocations'}
{'itemName': 'Smite Grineer', 'enemyName': 'Demolisher Expired', 'enemyModDropChance': 15, 'rarity': 'Uncommon', 'chance': 25, 'tablename': 'modLocations'}
{'itemName': 'Smite Grineer', 'enemyName': 'Demolisher Bailiff', 'enemyModDropChance': 15, 'rarity': 'Uncommon', 'chance': 25, 'tablename': 'modLocations'}
{'itemName': 'Smite Grineer', 'enemyName': 'Demolisher Heavy Gunner', 'enemyModDropChance': 15, 'rarity': 'Uncommon', 'chance': 25, 'tablename': 'modLocations'}
{'itemName': 'Smite Grineer', 'enemyName': 'Demolisher Nox', 'enemyModDropChance': 15, 'rarity': 'Uncommon', 'chance': 25, 'tablename': 'modLocations'}
{'itemName': 'Smite Grineer', 'enemyName': 'Demolisher Kuva Guardian', 'enemyModDropChance': 15, 'rarity': 'Uncommon', 'chance': 25, 'tablename': 'modLocations'}
{'itemName': 'Smite Grineer', 'enemyName': 'Tusk Butcher', 'enemyModDropChance': 3, 'rarity': 'Rare', 'chance': 5.53, 'tablename': 'modLocations'}
{'itemName': 'Smite Grineer', 'enemyName': 'Ratel', 'enemyModDropChance': 3, 'rarity': 'Uncommon', 'chance': 11.06, 'tablename': 'modLocations'}
{'itemName': 'Smite Grineer', 'enemyName': 'Minima Moa', 'enemyModDropChance': 3, 'rarity': 'Uncommon', 'chance': 11.06, 'tablename': 'modLocations'}
{'itemName': 'Smite Grineer', 'enemyName': 'Juno Dera Moa', 'enemyModDropChance': 3, 'rarity': 'Uncommon', 'chance': 11.06, 'tablename': 'modLocations'}
{'itemName': 'Smite Grineer', 'enemyName': 'Juno Disc Moa', 'enemyModDropChance': 3, 'rarity': 'Uncommon', 'chance': 11.06, 'tablename': 'modLocations'}
{'itemName': 'Smite Grineer', 'enemyName': 'Juno Geminex Moa', 'enemyModDropChance': 3, 'rarity': 'Rare', 'chance': 7.37, 'tablename': 'modLocations'}
{'itemName': 'Smite Grineer', 'enemyName': 'Juno Glaxion Moa', 'enemyModDropChance': 3, 'rarity': 'Uncommon', 'chance': 11.06, 'tablename': 'modLocations'}
{'itemName': 'Smite Grineer', 'enemyName': 'Guardsman', 'enemyModDropChance': 3, 'rarity': 'Rare', 'chance': 3.69, 'tablename': 'modLocations'}
{'itemName': 'Smite Grineer', 'enemyName': 'Drover Bursa', 'enemyModDropChance': 3, 'rarity': 'Uncommon', 'chance': 11.06, 'tablename': 'modLocations'}
{'itemName': 'Smite Grineer', 'enemyName': 'Isolator Bursa', 'enemyModDropChance': 3, 'rarity': 'Uncommon', 'chance': 11.06, 'tablename': 'modLocations'}
{'itemName': 'Smite Grineer', 'enemyName': 'Kuva Drahk Master', 'enemyModDropChance': 3, 'rarity': 'Rare', 'chance': 5.53, 'tablename': 'modLocations'}
{'itemName': 'Smite Grineer', 'enemyName': 'Kuva Butcher', 'enemyModDropChance': 3, 'rarity': 'Rare', 'chance': 5.53, 'tablename': 'modLocations'}
{'itemName': 'Smite Grineer', 'enemyName': 'Ghoul Devourer', 'enemyModDropChance': 10, 'rarity': 'Rare', 'chance': 3.69, 'tablename': 'modLocations'}
{'itemName': 'Smite Grineer', 'enemyName': 'Ghoul Rictus', 'enemyModDropChance': 10, 'rarity': 'Rare', 'chance': 5.53, 'tablename': 'modLocations'}
{'itemName': 'Smite Grineer', 'enemyName': 'Drahk Master', 'enemyModDropChance': 3, 'rarity': 'Rare', 'chance': 5.53, 'tablename': 'modLocations'}
{'itemName': 'Smite Grineer', 'enemyName': 'Frontier Bailiff', 'enemyModDropChance': 3, 'rarity': 'Rare', 'chance': 5.53, 'tablename': 'modLocations'}
{'itemName': 'Smite Grineer', 'enemyName': 'Bailiff', 'enemyModDropChance': 3, 'rarity': 'Rare', 'chance': 5.53, 'tablename': 'modLocations'}
{'itemName': 'Smite Grineer', 'enemyName': 'Butcher', 'enemyModDropChance': 3, 'rarity': 'Rare', 'chance': 5.53, 'tablename': 'modLocations'}
{'itemName': 'Smite Grineer', 'enemyName': 'Moa', 'enemyModDropChance': 3, 'rarity': 'Uncommon', 'chance': 11.06, 'tablename': 'modLocations'}
{'itemName': 'Smite Grineer', 'enemyName': 'Denial Bursa', 'enemyModDropChance': 3, 'rarity': 'Uncommon', 'chance': 11.06, 'tablename': 'modLocations'}
{'itemName': 'Smite Grineer', 'enemyName': 'Drekar Butcher', 'enemyModDropChance': 3, 'rarity': 'Uncommon', 'chance': 11.06, 'tablename': 'modLocations'}
{'itemName': 'Smite Grineer', 'enemyName': 'Narmer Dera Moa', 'enemyModDropChance': 3, 'rarity': 'Uncommon', 'chance': 11.06, 'tablename': 'modLocations'}
{'itemName': 'Smite Grineer', 'enemyName': 'Narmer Disc Moa', 'enemyModDropChance': 3, 'rarity': 'Uncommon', 'chance': 11.06, 'tablename': 'modLocations'}
{'itemName': 'Smite Grineer', 'enemyName': 'Narmer Geminex Moa', 'enemyModDropChance': 3, 'rarity': 'Rare', 'chance': 7.37, 'tablename': 'modLocations'}
{'itemName': 'Smite Grineer', 'enemyName': 'Narmer Glaxion Moa', 'enemyModDropChance': 3, 'rarity': 'Uncommon', 'chance': 11.06, 'tablename': 'modLocations'}
{'itemName': 'Smite Grineer', 'enemyName': 'Narmer Demolisher Expired', 'enemyModDropChance': 15, 'rarity': 'Uncommon', 'chance': 25, 'tablename': 'modLocations'}
{'itemName': 'Smite Grineer', 'enemyName': 'Narmer Demolisher Bailiff', 'enemyModDropChance': 15, 'rarity': 'Uncommon', 'chance': 25, 'tablename': 'modLocations'}
{'itemName': 'Smite Grineer', 'enemyName': 'Narmer Demolisher Gunner', 'enemyModDropChance': 15, 'rarity': 'Uncommon', 'chance': 25, 'tablename': 'modLocations'}
{'itemName': 'Smite Grineer', 'enemyName': 'Striker Moa', 'enemyModDropChance': 3, 'rarity': 'Uncommon', 'chance': 11.06, 'tablename': 'modLocations'}
{'itemName': 'Smite Grineer', 'enemyName': 'Mimic', 'enemyModDropChance': 30, 'rarity': 'Uncommon', 'chance': 21.43, 'tablename': 'modLocations'}
{'itemName': 'Sweeping Serration', 'enemyName': 'Eidolon Hydrolyst', 'enemyModDropChance': 100, 'rarity': 'Rare', 'chance': 8.33, 'tablename': 'modLocations'}
{'itemName': 'Rapid Resilience', 'enemyName': 'Vapos Prod Crewman', 'enemyModDropChance': 3, 'rarity': 'Legendary', 'chance': 0.5, 'tablename': 'modLocations'}
{'itemName': 'Rapid Resilience', 'enemyName': 'Taro Stropha Crewman', 'enemyModDropChance': 3, 'rarity': 'Legendary', 'chance': 0.5, 'tablename': 'modLocations'}
{'itemName': 'Rapid Resilience', 'enemyName': 'Orm Stropha Crewman', 'enemyModDropChance': 3, 'rarity': 'Legendary', 'chance': 0.5, 'tablename': 'modLocations'}
{'itemName': 'Rapid Resilience', 'enemyName': 'Axio Stropha Crewman', 'enemyModDropChance': 3, 'rarity': 'Legendary', 'chance': 0.5, 'tablename': 'modLocations'}
{'itemName': 'Rapid Resilience', 'enemyName': 'Vorac Stropha Crewman', 'enemyModDropChance': 3, 'rarity': 'Legendary', 'chance': 0.5, 'tablename': 'modLocations'}
{'itemName': 'Rapid Resilience', 'enemyName': 'Juno Malleus Machinist', 'enemyModDropChance': 3, 'rarity': 'Legendary', 'chance': 0.5, 'tablename': 'modLocations'}
{'itemName': 'Rapid Resilience', 'enemyName': 'Corpus Power Carrier', 'enemyModDropChance': 5, 'rarity': 'Legendary', 'chance': 0.97, 'tablename': 'modLocations'}
{'itemName': 'Rapid Resilience', 'enemyName': 'Prod Crewman', 'enemyModDropChance': 3, 'rarity': 'Legendary', 'chance': 0.5, 'tablename': 'modLocations'}
{'itemName': 'Rapid Resilience', 'enemyName': 'Nul Comba', 'enemyModDropChance': 5, 'rarity': 'Legendary', 'chance': 0.5, 'tablename': 'modLocations'}
{'itemName': 'Rapid Resilience', 'enemyName': 'Sap Comba', 'enemyModDropChance': 5, 'rarity': 'Legendary', 'chance': 0.5, 'tablename': 'modLocations'}
{'itemName': 'Rapid Resilience', 'enemyName': 'Slo Comba', 'enemyModDropChance': 5, 'rarity': 'Legendary', 'chance': 0.5, 'tablename': 'modLocations'}
{'itemName': 'Rapid Resilience', 'enemyName': 'Fog Comba', 'enemyModDropChance': 5, 'rarity': 'Legendary', 'chance': 0.5, 'tablename': 'modLocations'}
{'itemName': 'Rapid Resilience', 'enemyName': 'Narmer Prod Crewman', 'enemyModDropChance': 3, 'rarity': 'Legendary', 'chance': 0.5, 'tablename': 'modLocations'}
{'itemName': 'Rapid Resilience', 'enemyName': 'Terra Detron Crewman', 'enemyModDropChance': 5, 'rarity': 'Legendary', 'chance': 0.5, 'tablename': 'modLocations'}
{'itemName': 'Rapid Resilience', 'enemyName': 'Terra Research Crewman', 'enemyModDropChance': 5, 'rarity': 'Legendary', 'chance': 0.5, 'tablename': 'modLocations'}
{'itemName': 'Rapid Resilience', 'enemyName': 'Terra Elite Crewman', 'enemyModDropChance': 5, 'rarity': 'Legendary', 'chance': 0.5, 'tablename': 'modLocations'}
{'itemName': 'Rapid Resilience', 'enemyName': 'Terra Crewman', 'enemyModDropChance': 5, 'rarity': 'Legendary', 'chance': 0.5, 'tablename': 'modLocations'}
{'itemName': 'Rapid Resilience', 'enemyName': 'Terra Crewman', 'enemyModDropChance': 20, 'rarity': 'Legendary', 'chance': 0.5, 'tablename': 'modLocations'}
{'itemName': 'Rapid Resilience', 'enemyName': 'Terra Plasmor Crewman', 'enemyModDropChance': 5, 'rarity': 'Legendary', 'chance': 0.5, 'tablename': 'modLocations'}
{'itemName': 'Rapid Resilience', 'enemyName': 'Terra Plasmor Crewman', 'enemyModDropChance': 20, 'rarity': 'Legendary', 'chance': 0.5, 'tablename': 'modLocations'}
{'itemName': 'Rapid Resilience', 'enemyName': 'Terra Sniper Crewman', 'enemyModDropChance': 5, 'rarity': 'Legendary', 'chance': 0.5, 'tablename': 'modLocations'}
{'itemName': 'Rapid Resilience', 'enemyName': 'Terra Sniper Crewman', 'enemyModDropChance': 20, 'rarity': 'Legendary', 'chance': 0.5, 'tablename': 'modLocations'}
{'itemName': 'Tactical Reload', 'enemyName': 'Brachiolyst Disperser', 'enemyModDropChance': 5, 'rarity': 'Rare', 'chance': 1.67, 'tablename': 'modLocations'}
{'itemName': 'Tactical Reload', 'enemyName': 'Erra', 'enemyModDropChance': 25, 'rarity': 'Rare', 'chance': 1.67, 'tablename': 'modLocations'}
{'itemName': 'Tactical Reload', 'enemyName': 'Brachiolyst', 'enemyModDropChance': 5, 'rarity': 'Rare', 'chance': 1.67, 'tablename': 'modLocations'}
{'itemName': 'Tactical Reload', 'enemyName': 'Tyro Conculyst', 'enemyModDropChance': 25, 'rarity': 'Rare', 'chance': 1.67, 'tablename': 'modLocations'}
{'itemName': 'Tactical Reload', 'enemyName': 'Symbilyst', 'enemyModDropChance': 25, 'rarity': 'Rare', 'chance': 1.67, 'tablename': 'modLocations'}
{'itemName': 'Tactical Reload', 'enemyName': 'Battalyst', 'enemyModDropChance': 25, 'rarity': 'Rare', 'chance': 1.67, 'tablename': 'modLocations'}
{'itemName': 'Tactical Reload', 'enemyName': 'Decaying Battalyst', 'enemyModDropChance': 25, 'rarity': 'Rare', 'chance': 1.67, 'tablename': 'modLocations'}
{'itemName': 'Necramech Aviator', 'enemyName': 'Deimos Jugulus Rex', 'enemyModDropChance': 100, 'rarity': 'Uncommon', 'chance': 18.97, 'tablename': 'modLocations'}
{'itemName': 'Protective Shots', 'enemyName': 'Cannon Battery', 'enemyModDropChance': 15, 'rarity': 'Rare', 'chance': 7.37, 'tablename': 'modLocations'}
{'itemName': 'Protective Shots', 'enemyName': 'Taro Basilisk', 'enemyModDropChance': 15, 'rarity': 'Rare', 'chance': 7.37, 'tablename': 'modLocations'}
{'itemName': 'Protective Shots', 'enemyName': 'Taro Harpi', 'enemyModDropChance': 15, 'rarity': 'Rare', 'chance': 7.37, 'tablename': 'modLocations'}
{'itemName': 'Protective Shots', 'enemyName': 'Taro Weaver', 'enemyModDropChance': 15, 'rarity': 'Uncommon', 'chance': 22.92, 'tablename': 'modLocations'}
{'itemName': 'Protective Shots', 'enemyName': 'Elite Kosma Taktis', 'enemyModDropChance': 15, 'rarity': 'Uncommon', 'chance': 10.07, 'tablename': 'modLocations'}
{'itemName': 'Protective Shots', 'enemyName': 'Kosma Taktis', 'enemyModDropChance': 15, 'rarity': 'Rare', 'chance': 7.37, 'tablename': 'modLocations'}
{'itemName': 'Charged Chamber', 'enemyName': 'Vapos Railgun Moa', 'enemyModDropChance': 3, 'rarity': 'Uncommon', 'chance': 11.28, 'tablename': 'modLocations'}
{'itemName': 'Charged Chamber', 'enemyName': 'Taro Railgun Moa', 'enemyModDropChance': 3, 'rarity': 'Uncommon', 'chance': 11.28, 'tablename': 'modLocations'}
{'itemName': 'Charged Chamber', 'enemyName': 'Orm Railgun Moa', 'enemyModDropChance': 3, 'rarity': 'Uncommon', 'chance': 11.28, 'tablename': 'modLocations'}
{'itemName': 'Charged Chamber', 'enemyName': 'Axio Railgun Moa', 'enemyModDropChance': 3, 'rarity': 'Uncommon', 'chance': 11.28, 'tablename': 'modLocations'}
{'itemName': 'Charged Chamber', 'enemyName': 'Vorac Railgun Moa', 'enemyModDropChance': 3, 'rarity': 'Uncommon', 'chance': 11.28, 'tablename': 'modLocations'}
{'itemName': 'Charged Chamber', 'enemyName': 'Railgun Moa', 'enemyModDropChance': 3, 'rarity': 'Uncommon', 'chance': 11.28, 'tablename': 'modLocations'}
{'itemName': 'Pointed Wind', 'enemyName': 'Vapos Shockwave Moa', 'enemyModDropChance': 3, 'rarity': 'Rare', 'chance': 1.01, 'tablename': 'modLocations'}
{'itemName': 'Pointed Wind', 'enemyName': 'Taro Shockwave Moa', 'enemyModDropChance': 3, 'rarity': 'Rare', 'chance': 1.01, 'tablename': 'modLocations'}
{'itemName': 'Pointed Wind', 'enemyName': 'Orm Shockwave Moa', 'enemyModDropChance': 3, 'rarity': 'Rare', 'chance': 1.01, 'tablename': 'modLocations'}
{'itemName': 'Pointed Wind', 'enemyName': 'Axio Shockwave Moa', 'enemyModDropChance': 3, 'rarity': 'Rare', 'chance': 1.01, 'tablename': 'modLocations'}
{'itemName': 'Pointed Wind', 'enemyName': 'Vorac Shockwave Moa', 'enemyModDropChance': 3, 'rarity': 'Rare', 'chance': 1.01, 'tablename': 'modLocations'}
{'itemName': 'Pointed Wind', 'enemyName': 'Test Moa', 'enemyModDropChance': 3, 'rarity': 'Rare', 'chance': 1.01, 'tablename': 'modLocations'}
{'itemName': 'Pointed Wind', 'enemyName': 'Shockwave Moa', 'enemyModDropChance': 3, 'rarity': 'Rare', 'chance': 1.01, 'tablename': 'modLocations'}
{'itemName': 'Pointed Wind', 'enemyName': 'Narmer Shockwave Moa', 'enemyModDropChance': 3, 'rarity': 'Rare', 'chance': 1.01, 'tablename': 'modLocations'}
{'itemName': 'Pointed Wind', 'enemyName': 'Breacher Moa', 'enemyModDropChance': 3, 'rarity': 'Rare', 'chance': 1.01, 'tablename': 'modLocations'}
{'itemName': 'Hyperion Thrusters', 'enemyName': 'Locust Drone', 'enemyModDropChance': 20, 'rarity': 'Rare', 'chance': 2.01, 'tablename': 'modLocations'}
{'itemName': 'Hyperion Thrusters', 'enemyName': 'Kosma Raider', 'enemyModDropChance': 5, 'rarity': 'Rare', 'chance': 2.01, 'tablename': 'modLocations'}
{'itemName': 'Hyperion Thrusters', 'enemyName': 'Kosma Raider Carver', 'enemyModDropChance': 5, 'rarity': 'Rare', 'chance': 2.01, 'tablename': 'modLocations'}
{'itemName': 'Hyperion Thrusters', 'enemyName': 'Kosma Raider Eviscerator', 'enemyModDropChance': 5, 'rarity': 'Rare', 'chance': 2.01, 'tablename': 'modLocations'}
{'itemName': 'Hyperion Thrusters', 'enemyName': 'Kuva Lich Agor Rok (Level 70 - 79)', 'enemyModDropChance': 3, 'rarity': 'Legendary', 'chance': 0.52, 'tablename': 'modLocations'}
{'itemName': 'Retribution', 'enemyName': 'Tusk Shield Lancer', 'enemyModDropChance': 3, 'rarity': 'Rare', 'chance': 1.01, 'tablename': 'modLocations'}
{'itemName': 'Retribution', 'enemyName': 'Kuva Shield Lancer', 'enemyModDropChance': 3, 'rarity': 'Rare', 'chance': 1.01, 'tablename': 'modLocations'}
{'itemName': 'Retribution', 'enemyName': 'Shield Lancer', 'enemyModDropChance': 3, 'rarity': 'Rare', 'chance': 1.01, 'tablename': 'modLocations'}
{'itemName': 'Retribution', 'enemyName': 'Narmer Shield Lancer', 'enemyModDropChance': 3, 'rarity': 'Rare', 'chance': 1.01, 'tablename': 'modLocations'}
{'itemName': 'Pistol Pestilence', 'enemyName': 'Corrupted Vor', 'enemyModDropChance': 100, 'rarity': 'Uncommon', 'chance': 25, 'tablename': 'modLocations'}
{'itemName': 'Toxic Barrage', 'enemyName': 'Corrupted Vor', 'enemyModDropChance': 100, 'rarity': 'Uncommon', 'chance': 25, 'tablename': 'modLocations'}
{'itemName': 'Virulent Scourge', 'enemyName': 'Corrupted Vor', 'enemyModDropChance': 100, 'rarity': 'Uncommon', 'chance': 25, 'tablename': 'modLocations'}
{'itemName': 'Lightning Dash', 'enemyName': 'Kuva Jester', 'enemyModDropChance': 2.5, 'rarity': 'Uncommon', 'chance': 20, 'tablename': 'modLocations'}
{'itemName': 'Twitch', 'enemyName': 'Summulyst', 'enemyModDropChance': 15, 'rarity': 'Uncommon', 'chance': 15.28, 'tablename': 'modLocations'}
{'itemName': 'Twitch', 'enemyName': 'Ortholyst', 'enemyModDropChance': 15, 'rarity': 'Uncommon', 'chance': 15.28, 'tablename': 'modLocations'}
{'itemName': 'Twitch', 'enemyName': 'Conculyst', 'enemyModDropChance': 15, 'rarity': 'Uncommon', 'chance': 15.28, 'tablename': 'modLocations'}
{'itemName': 'Twitch', 'enemyName': 'Decaying Conculyst', 'enemyModDropChance': 15, 'rarity': 'Uncommon', 'chance': 15.28, 'tablename': 'modLocations'}
{'itemName': 'Patagium', 'enemyName': 'Drekar Trooper', 'enemyModDropChance': 3, 'rarity': 'Uncommon', 'chance': 11.06, 'tablename': 'modLocations'}
{'itemName': 'Arcane Arachne', 'enemyName': 'Eidolon Hydrolyst (Special)', 'enemyModDropChance': 100, 'rarity': 'Uncommon', 'chance': 12.74, 'tablename': 'modLocations'}
{'itemName': 'Arcane Arachne', 'enemyName': 'Eidolon Hydrolyst', 'enemyModDropChance': 100, 'rarity': 'Uncommon', 'chance': 13.76, 'tablename': 'modLocations'}
{'itemName': 'Enemy Sense', 'enemyName': 'Tusk Flameblade', 'enemyModDropChance': 3, 'rarity': 'Rare', 'chance': 1.01, 'tablename': 'modLocations'}
{'itemName': 'Enemy Sense', 'enemyName': 'Tusk Predator', 'enemyModDropChance': 3, 'rarity': 'Rare', 'chance': 1.01, 'tablename': 'modLocations'}
{'itemName': 'Enemy Sense', 'enemyName': 'Kuva Flameblade', 'enemyModDropChance': 3, 'rarity': 'Rare', 'chance': 1.01, 'tablename': 'modLocations'}
{'itemName': 'Enemy Sense', 'enemyName': 'Flameblade', 'enemyModDropChance': 3, 'rarity': 'Rare', 'chance': 1.01, 'tablename': 'modLocations'}
{'itemName': 'Enemy Sense', 'enemyName': 'Narmer Flameblade', 'enemyModDropChance': 3, 'rarity': 'Rare', 'chance': 1.01, 'tablename': 'modLocations'}
{'itemName': 'Grim Fury', 'enemyName': 'Kuva Powerclaw', 'enemyModDropChance': 3, 'rarity': 'Rare', 'chance': 5.53, 'tablename': 'modLocations'}
{'itemName': 'Grim Fury', 'enemyName': 'Powerfist', 'enemyModDropChance': 3, 'rarity': 'Rare', 'chance': 5.53, 'tablename': 'modLocations'}
{'itemName': 'Grim Fury', 'enemyName': 'Narmer Powerfist', 'enemyModDropChance': 3, 'rarity': 'Rare', 'chance': 5.53, 'tablename': 'modLocations'}
{'itemName': 'Homing Fang', 'enemyName': 'Nauseous Void Shade', 'enemyModDropChance': 3, 'rarity': 'Uncommon', 'chance': 11.06, 'tablename': 'modLocations'}
{'itemName': 'Homing Fang', 'enemyName': 'Void Shade', 'enemyModDropChance': 3, 'rarity': 'Uncommon', 'chance': 11.06, 'tablename': 'modLocations'}
{'itemName': 'Homing Fang', 'enemyName': 'Nauseous Crawler', 'enemyModDropChance': 3, 'rarity': 'Uncommon', 'chance': 11.06, 'tablename': 'modLocations'}
{'itemName': 'Gladiator Resolve', 'enemyName': 'Aerial Commander', 'enemyModDropChance': 100, 'rarity': 'Uncommon', 'chance': 11.06, 'tablename': 'modLocations'}
{'itemName': 'Ripload', 'enemyName': 'Cannon Battery', 'enemyModDropChance': 15, 'rarity': 'Uncommon', 'chance': 25.29, 'tablename': 'modLocations'}
{'itemName': 'Ripload', 'enemyName': 'Elite Taro Harpi', 'enemyModDropChance': 15, 'rarity': 'Uncommon', 'chance': 22.33, 'tablename': 'modLocations'}
{'itemName': 'Ripload', 'enemyName': 'Taro Harpi', 'enemyModDropChance': 15, 'rarity': 'Uncommon', 'chance': 25.29, 'tablename': 'modLocations'}
{'itemName': 'Ripload', 'enemyName': 'Elite Axio Harpi', 'enemyModDropChance': 15, 'rarity': 'Common', 'chance': 59.66, 'tablename': 'modLocations'}
{'itemName': 'Ripload', 'enemyName': 'Axio Harpi', 'enemyModDropChance': 15, 'rarity': 'Common', 'chance': 75.88, 'tablename': 'modLocations'}
{'itemName': 'Ripload', 'enemyName': 'Elite Vorac Harpi', 'enemyModDropChance': 15, 'rarity': 'Common', 'chance': 59.66, 'tablename': 'modLocations'}
{'itemName': 'Ripload', 'enemyName': 'Vorac Harpi', 'enemyModDropChance': 15, 'rarity': 'Common', 'chance': 75.88, 'tablename': 'modLocations'}
{'itemName': 'Ripload', 'enemyName': 'Elite Kosma Taktis', 'enemyModDropChance': 15, 'rarity': 'Uncommon', 'chance': 16.25, 'tablename': 'modLocations'}
{'itemName': 'Ripload', 'enemyName': 'Kosma Taktis', 'enemyModDropChance': 15, 'rarity': 'Uncommon', 'chance': 25.29, 'tablename': 'modLocations'}
{'itemName': 'Ripload', 'enemyName': 'Elite Gyre Taktis', 'enemyModDropChance': 15, 'rarity': 'Uncommon', 'chance': 22.52, 'tablename': 'modLocations'}
{'itemName': 'Ripload', 'enemyName': 'Gyre Taktis', 'enemyModDropChance': 15, 'rarity': 'Common', 'chance': 37.94, 'tablename': 'modLocations'}
{'itemName': 'Target Cracker', 'enemyName': 'Juno Crewman', 'enemyModDropChance': 3, 'rarity': 'Rare', 'chance': 7.37, 'tablename': 'modLocations'}
{'itemName': 'Target Cracker', 'enemyName': 'Kuva Powerclaw', 'enemyModDropChance': 3, 'rarity': 'Rare', 'chance': 5.53, 'tablename': 'modLocations'}
{'itemName': 'Target Cracker', 'enemyName': 'Powerfist', 'enemyModDropChance': 3, 'rarity': 'Rare', 'chance': 5.53, 'tablename': 'modLocations'}
{'itemName': 'Target Cracker', 'enemyName': 'Narmer Powerfist', 'enemyModDropChance': 3, 'rarity': 'Rare', 'chance': 5.53, 'tablename': 'modLocations'}
{'itemName': 'Target Cracker', 'enemyName': 'Exploiter Orb', 'enemyModDropChance': 100, 'rarity': 'Rare', 'chance': 4.51, 'tablename': 'modLocations'}
{'itemName': 'Shattering Impact', 'enemyName': 'Drekar Butcher', 'enemyModDropChance': 3, 'rarity': 'Uncommon', 'chance': 18.97, 'tablename': 'modLocations'}
{'itemName': 'Revenge', 'enemyName': 'Vapos Moa', 'enemyModDropChance': 3, 'rarity': 'Uncommon', 'chance': 25.29, 'tablename': 'modLocations'}
{'itemName': 'Revenge', 'enemyName': 'Tarask Bursa', 'enemyModDropChance': 3, 'rarity': 'Uncommon', 'chance': 25.29, 'tablename': 'modLocations'}
{'itemName': 'Revenge', 'enemyName': 'Taro Moa', 'enemyModDropChance': 3, 'rarity': 'Uncommon', 'chance': 25.29, 'tablename': 'modLocations'}
{'itemName': 'Revenge', 'enemyName': 'Orm Moa', 'enemyModDropChance': 3, 'rarity': 'Uncommon', 'chance': 25.29, 'tablename': 'modLocations'}
{'itemName': 'Revenge', 'enemyName': 'Axio Moa', 'enemyModDropChance': 3, 'rarity': 'Uncommon', 'chance': 25.29, 'tablename': 'modLocations'}
{'itemName': 'Revenge', 'enemyName': 'Vorac Moa', 'enemyModDropChance': 3, 'rarity': 'Uncommon', 'chance': 25.29, 'tablename': 'modLocations'}
{'itemName': 'Revenge', 'enemyName': 'Tusk Elite Lancer', 'enemyModDropChance': 3, 'rarity': 'Uncommon', 'chance': 25.29, 'tablename': 'modLocations'}
{'itemName': 'Revenge', 'enemyName': 'Dargyn Pilot', 'enemyModDropChance': 3, 'rarity': 'Uncommon', 'chance': 25.29, 'tablename': 'modLocations'}
{'itemName': 'Revenge', 'enemyName': 'Ratel', 'enemyModDropChance': 3, 'rarity': 'Uncommon', 'chance': 25.29, 'tablename': 'modLocations'}
{'itemName': 'Revenge', 'enemyName': 'Minima Moa', 'enemyModDropChance': 3, 'rarity': 'Uncommon', 'chance': 25.29, 'tablename': 'modLocations'}
{'itemName': 'Revenge', 'enemyName': 'Juno Dera Moa', 'enemyModDropChance': 3, 'rarity': 'Uncommon', 'chance': 25.29, 'tablename': 'modLocations'}
{'itemName': 'Revenge', 'enemyName': 'Juno Disc Moa', 'enemyModDropChance': 3, 'rarity': 'Uncommon', 'chance': 25.29, 'tablename': 'modLocations'}
{'itemName': 'Revenge', 'enemyName': 'Juno Geminex Moa', 'enemyModDropChance': 3, 'rarity': 'Uncommon', 'chance': 25.29, 'tablename': 'modLocations'}
{'itemName': 'Revenge', 'enemyName': 'Juno Glaxion Moa', 'enemyModDropChance': 3, 'rarity': 'Uncommon', 'chance': 25.29, 'tablename': 'modLocations'}
{'itemName': 'Revenge', 'enemyName': 'Drover Bursa', 'enemyModDropChance': 3, 'rarity': 'Uncommon', 'chance': 25.29, 'tablename': 'modLocations'}
{'itemName': 'Revenge', 'enemyName': 'Isolator Bursa', 'enemyModDropChance': 3, 'rarity': 'Uncommon', 'chance': 25.29, 'tablename': 'modLocations'}
{'itemName': 'Revenge', 'enemyName': 'Elite Lancer', 'enemyModDropChance': 3, 'rarity': 'Uncommon', 'chance': 25.29, 'tablename': 'modLocations'}
{'itemName': 'Revenge', 'enemyName': 'Kuva Elite Lancer', 'enemyModDropChance': 3, 'rarity': 'Uncommon', 'chance': 25.29, 'tablename': 'modLocations'}
{'itemName': 'Revenge', 'enemyName': 'Draga', 'enemyModDropChance': 3, 'rarity': 'Uncommon', 'chance': 25.29, 'tablename': 'modLocations'}
{'itemName': 'Revenge', 'enemyName': 'Elite Arid Lancer', 'enemyModDropChance': 3, 'rarity': 'Uncommon', 'chance': 25.29, 'tablename': 'modLocations'}
{'itemName': 'Revenge', 'enemyName': 'Elite Frontier Lancer', 'enemyModDropChance': 3, 'rarity': 'Uncommon', 'chance': 25.29, 'tablename': 'modLocations'}
{'itemName': 'Revenge', 'enemyName': 'Darek Draga', 'enemyModDropChance': 3, 'rarity': 'Uncommon', 'chance': 25.29, 'tablename': 'modLocations'}
